user_id,timestamp,user_role,service_type,department,access_method,device_type,login_frequency,session_duration,time_since_last_login,location_distance_km,access_count_7d,failed_attempts_24h,session_requests,login_location,usual_location,device_id,usual_device_id,is_off_hours,location_mismatch,device_mismatch,risk_level
U01799,2025-01-10T08:22:00,gov_employee,identity_verification,finance,mobile_app,desktop_client,9.0,334.93,86.63,0.0,19,1,20,Bangalore,Bangalore,DEV85652,DEV85652,0,0,0,0
U00492,2025-01-12T14:39:00,admin,tax_filing,health,web_portal,browser,16.0,181.05,71.93,0.0,14,0,23,Delhi,Delhi,DEV39371,DEV39371,0,0,0,0
U01296,2025-02-28T13:25:00,citizen,general_info,finance,mobile_app,mobile,16.0,105.06,114.6,0.0,22,0,29,Mumbai,Mumbai,DEV34704,DEV34704,0,0,0,0
U01413,2025-03-06T22:19:00,citizen,tax_filing,general,web_portal,browser,11.0,129.11,15.9,0.0,14,0,19,Chennai,Chennai,DEV34162,DEV34162,1,0,0,1
U00912,2025-01-17T12:47:00,citizen,general_info,defense,web_portal,mobile,13.0,129.91,42.03,440.32,17,0,27,Mumbai,Ahmedabad,DEV26538,DEV37128,0,1,1,1
U01750,2025-06-22T14:49:00,admin,tax_filing,finance,mobile_app,browser,7.0,69.81,24.36,0.0,9,1,18,Kolkata,Kolkata,DEV72888,DEV72888,0,0,0,0
U01792,2025-04-18T05:03:00,citizen,identity_verification,general,api,browser,14.0,205.4,50.03,0.0,10,2,33,Kolkata,Kolkata,DEV82069,DEV82069,1,0,0,1
U02432,2025-03-30T04:14:00,admin,general_info,health,web_portal,browser,10.0,258.1,63.67,0.0,16,3,17,Hyderabad,Hyderabad,DEV86095,DEV86095,1,0,0,1
U00471,2025-05-03T23:13:00,citizen,benefits_application,health,web_portal,desktop_client,12.0,140.97,101.37,1560.68,23,0,27,Bangalore,Kolkata,DEV56413,DEV56413,1,1,0,2
U00536,2025-04-05T11:41:00,citizen,tax_filing,defense,web_portal,browser,15.0,561.43,10.58,0.0,12,2,25,Mumbai,Mumbai,DEV42371,DEV42371,0,0,0,0
U02176,2025-01-06T11:12:00,citizen,tax_filing,general,web_portal,mobile,12.0,160.06,52.54,0.0,15,0,21,Delhi,Delhi,DEV53356,DEV53356,0,0,0,0
U02465,2025-02-21T17:35:00,citizen,license_renewal,general,mobile_app,tablet,7.0,328.12,16.25,0.0,13,0,24,Chennai,Chennai,DEV51579,DEV33212,0,0,1,0
U01583,2025-02-08T11:46:00,citizen,general_info,finance,web_portal,mobile,10.0,130.38,13.75,0.0,17,2,29,Mumbai,Mumbai,DEV51302,DEV51302,0,0,0,0
U00267,2025-01-13T10:50:00,citizen,identity_verification,general,web_portal,tablet,7.0,277.07,24.05,0.0,14,0,31,Mumbai,Mumbai,DEV48258,DEV48258,0,0,0,0
U02372,2025-06-05T04:04:00,citizen,benefits_application,general,web_portal,browser,10.0,,89.04,0.0,13,0,25,Pune,Pune,DEV61672,DEV61672,1,0,0,1
U00565,2025-03-14T11:40:00,citizen,benefits_application,general,mobile_app,browser,11.0,293.22,6.39,0.0,12,0,20,Bangalore,Bangalore,DEV27153,DEV27153,0,0,0,0
U01592,2025-05-26T11:54:00,citizen,tax_filing,finance,web_portal,mobile,14.0,210.01,133.17,0.0,22,1,19,Chennai,Chennai,DEV96072,DEV96072,0,0,0,0
U02407,2025-04-20T10:18:00,citizen,benefits_application,health,web_portal,browser,10.0,65.62,24.04,0.0,14,2,27,Kolkata,Kolkata,DEV97229,DEV36797,0,0,1,0
U00466,2025-04-28T15:27:00,citizen,identity_verification,health,web_portal,browser,11.0,125.05,1.88,0.0,18,0,36,Pune,Pune,DEV83770,DEV83770,0,0,0,0
U01581,2025-01-10T15:04:00,citizen,benefits_application,general,web_portal,browser,5.0,258.11,14.51,0.0,21,0,28,Mumbai,Mumbai,DEV31055,DEV27400,0,0,1,0
U01292,2025-02-24T03:56:00,citizen,identity_verification,health,mobile_app,mobile,12.0,424.22,83.43,0.0,22,0,31,Delhi,Delhi,DEV35216,DEV35216,1,0,0,0
U00188,2025-02-11T09:52:00,citizen,tax_filing,finance,web_portal,tablet,9.0,124.89,8.28,0.0,23,1,31,Chennai,Chennai,DEV61745,DEV61745,0,0,0,0
U01828,2025-06-11T02:21:00,citizen,identity_verification,education,mobile_app,tablet,8.0,481.25,11.05,0.0,13,0,24,Chennai,Chennai,DEV75472,DEV75472,1,0,0,1
U02326,2025-05-20T04:13:00,admin,identity_verification,education,web_portal,mobile,8.0,156.97,43.19,0.0,16,0,26,Ahmedabad,Ahmedabad,DEV26450,DEV26450,1,0,0,1
U00204,2025-06-23T05:14:00,citizen,benefits_application,general,web_portal,tablet,20.0,224.74,45.29,0.0,15,0,30,Delhi,Delhi,DEV70004,DEV70004,1,0,0,1
U01134,2025-06-27T22:36:00,citizen,general_info,finance,mobile_app,browser,12.0,134.0,89.84,0.0,13,0,32,Bangalore,Bangalore,DEV88388,DEV88388,1,0,0,1
U01209,2025-05-25T09:00:00,citizen,tax_filing,general,mobile_app,mobile,,122.89,11.39,0.0,18,2,29,Bangalore,Bangalore,DEV91113,DEV93973,0,0,1,1
U00766,2025-05-29T19:47:00,gov_employee,general_info,finance,web_portal,desktop_client,,464.45,47.89,0.0,20,0,25,Chennai,Chennai,DEV30977,DEV85774,0,0,1,0
U01621,2025-04-30T10:13:00,citizen,identity_verification,finance,mobile_app,browser,12.0,153.91,5.12,0.0,21,0,23,Pune,Pune,DEV82267,DEV82267,0,0,0,0
U00214,2025-03-13T20:49:00,gov_employee,benefits_application,finance,web_portal,tablet,13.0,59.9,11.11,499.58,23,0,19,Bangalore,Hyderabad,DEV16469,DEV16469,0,1,0,1
U02038,2025-03-06T13:49:00,citizen,general_info,defense,mobile_app,browser,15.0,,27.46,1739.56,19,0,21,Delhi,Bangalore,DEV97700,DEV97700,0,1,0,1
U02269,2025-02-21T04:19:00,citizen,license_renewal,general,mobile_app,mobile,10.0,211.79,145.97,0.0,10,0,29,Bangalore,Bangalore,DEV32076,DEV32076,1,0,0,0
U00729,2025-06-20T14:11:00,citizen,tax_filing,general,mobile_app,browser,16.0,201.3,14.35,0.0,11,1,38,Chennai,Chennai,DEV27154,DEV27154,0,0,0,0
U01754,2025-05-06T16:03:00,gov_employee,tax_filing,general,web_portal,mobile,14.0,729.95,142.55,0.0,15,0,24,Delhi,Delhi,DEV70231,DEV70231,0,0,0,0
U02059,2025-02-05T05:13:00,admin,benefits_application,defense,mobile_app,tablet,15.0,152.44,151.12,0.0,18,0,29,Chennai,Chennai,DEV14093,DEV87224,1,0,1,2
U00291,2025-06-05T12:08:00,citizen,tax_filing,finance,mobile_app,mobile,13.0,161.07,23.19,0.0,23,5,22,Mumbai,Mumbai,DEV48243,DEV48243,0,0,0,1
U01244,2025-06-15T10:32:00,gov_employee,tax_filing,finance,web_portal,mobile,12.0,60.72,6.48,0.0,12,2,33,Delhi,Delhi,DEV19552,DEV16364,0,0,1,1
U01553,2025-02-03T11:56:00,gov_employee,general_info,general,web_portal,tablet,13.0,200.44,52.24,0.0,17,3,18,Bangalore,Bangalore,DEV97173,DEV97173,0,0,0,0
U02104,2025-02-28T10:23:00,citizen,general_info,finance,web_portal,browser,14.0,196.38,15.27,119.93,16,2,24,Pune,Mumbai,DEV31602,DEV48409,0,1,1,2
U00895,2025-01-28T07:54:00,citizen,identity_verification,health,web_portal,mobile,12.0,322.23,213.76,0.0,10,0,35,Delhi,Delhi,DEV90578,DEV90578,0,0,0,0
U00864,2025-02-11T23:58:00,gov_employee,identity_verification,health,web_portal,mobile,9.0,33.83,1.86,0.0,14,0,31,Bangalore,Bangalore,DEV38328,DEV38328,1,0,0,1
U02118,2025-02-02T12:07:00,citizen,tax_filing,defense,mobile_app,browser,6.0,375.87,41.42,0.0,18,1,30,Bangalore,Bangalore,DEV57965,DEV57965,0,0,0,0
U02301,2025-02-09T07:09:00,citizen,general_info,finance,mobile_app,browser,11.0,123.01,51.06,775.14,17,0,26,Ahmedabad,Delhi,DEV14311,DEV14311,0,1,0,1
U02449,2025-03-09T05:31:00,gov_employee,benefits_application,general,mobile_app,mobile,10.0,95.02,82.26,0.0,15,0,36,Delhi,Delhi,DEV34435,DEV34435,1,0,0,0
U01877,2025-03-17T10:14:00,citizen,identity_verification,general,web_portal,tablet,15.0,273.31,220.34,0.0,18,0,27,Kolkata,Kolkata,DEV58928,DEV58928,0,0,0,0
U01524,2025-06-02T09:24:00,citizen,identity_verification,defense,mobile_app,mobile,12.0,,78.06,0.0,11,0,28,Ahmedabad,Ahmedabad,DEV25696,DEV25696,0,0,0,0
U00758,2025-05-26T12:57:00,citizen,general_info,finance,web_portal,browser,12.0,426.89,94.75,1148.27,16,1,24,Mumbai,Delhi,DEV19569,DEV19569,0,1,0,1
U01652,2025-03-17T09:13:00,citizen,tax_filing,health,mobile_app,browser,9.0,333.47,87.7,0.0,11,0,33,Bangalore,Bangalore,DEV93732,DEV93732,0,0,0,0
U01315,2025-04-06T12:54:00,citizen,tax_filing,general,web_portal,mobile,16.0,85.09,11.22,0.0,12,0,32,Kolkata,Kolkata,DEV25989,DEV25989,0,0,0,0
U01172,2025-01-30T07:11:00,citizen,license_renewal,defense,web_portal,mobile,14.0,271.04,13.28,1236.81,15,0,36,Ahmedabad,Bangalore,DEV65798,DEV65798,0,1,0,1
U02274,2025-02-12T16:19:00,citizen,benefits_application,finance,web_portal,browser,15.0,140.58,55.04,0.0,22,0,36,Mumbai,Mumbai,DEV21351,DEV21351,0,0,0,0
U01592,2025-04-21T14:24:00,citizen,license_renewal,defense,mobile_app,browser,16.0,120.4,3.92,0.0,15,0,25,Chennai,Chennai,DEV96072,DEV96072,0,0,0,0
U00803,2025-03-03T17:20:00,gov_employee,tax_filing,health,web_portal,mobile,13.0,120.38,162.76,0.0,20,0,22,Mumbai,Mumbai,DEV18244,DEV18244,0,0,0,0
U01061,2025-03-13T00:32:00,gov_employee,general_info,general,mobile_app,mobile,7.0,158.35,264.87,0.0,16,0,19,Pune,Pune,DEV93178,DEV93178,1,0,0,0
U01740,2025-05-26T16:55:00,citizen,general_info,education,mobile_app,browser,10.0,113.09,133.89,0.0,12,0,27,Delhi,Delhi,DEV79263,DEV79263,0,0,0,0
U00229,2025-05-16T02:35:00,gov_employee,tax_filing,general,mobile_app,desktop_client,15.0,162.08,112.74,0.0,14,0,30,Chennai,Chennai,DEV69207,DEV69207,1,0,0,1
U01930,2025-01-13T01:24:00,citizen,tax_filing,finance,mobile_app,desktop_client,19.0,81.0,21.78,0.0,10,2,27,Pune,Pune,DEV64712,DEV64712,1,0,0,2
U00124,2025-06-06T07:07:00,citizen,benefits_application,defense,web_portal,tablet,16.0,129.55,45.88,0.0,11,0,23,Kolkata,Kolkata,DEV10728,DEV10728,0,0,0,0
U01570,2025-01-24T17:19:00,gov_employee,general_info,general,web_portal,mobile,5.0,152.54,33.03,0.0,11,2,31,Hyderabad,Hyderabad,DEV33715,DEV39140,0,0,1,0
U02174,2025-06-07T07:08:00,citizen,benefits_application,health,mobile_app,mobile,13.0,407.9,28.78,0.0,19,0,18,Mumbai,Mumbai,DEV82302,DEV82302,0,0,0,0
U01401,2025-03-13T10:25:00,citizen,tax_filing,finance,web_portal,browser,11.0,154.9,18.67,0.0,17,0,13,Bangalore,Bangalore,DEV73212,DEV73212,0,0,0,0
U00791,2025-01-29T14:29:00,citizen,general_info,finance,web_portal,browser,8.0,68.07,65.76,0.0,11,0,30,Pune,Pune,DEV29810,DEV29810,0,0,0,0
U00349,2025-03-11T09:37:00,citizen,benefits_application,health,web_portal,mobile,13.0,74.05,13.23,0.0,26,1,25,Chennai,Chennai,DEV60106,DEV60106,0,0,0,0
U02416,2025-05-18T13:20:00,citizen,tax_filing,education,web_portal,browser,18.0,421.79,30.4,0.0,13,1,33,Pune,Pune,DEV62044,DEV41996,0,0,1,0
U00701,2025-05-15T17:20:00,gov_employee,benefits_application,general,mobile_app,mobile,12.0,423.47,2.52,0.0,22,1,29,Hyderabad,Hyderabad,DEV71944,DEV71944,0,0,0,0
U01877,2025-03-21T16:58:00,citizen,license_renewal,education,web_portal,desktop_client,13.0,374.95,8.4,0.0,15,1,32,Kolkata,Kolkata,DEV58928,DEV58928,0,0,0,0
U02061,2025-06-07T15:45:00,citizen,general_info,finance,web_portal,desktop_client,8.0,160.67,45.54,1755.82,11,0,23,Delhi,Chennai,DEV45201,DEV45201,0,1,0,1
U02069,2025-06-16T00:08:00,gov_employee,license_renewal,finance,mobile_app,mobile,18.0,175.54,16.64,0.0,11,0,29,Hyderabad,Hyderabad,DEV71527,DEV71527,1,0,0,1
U02291,2025-04-03T17:27:00,citizen,general_info,finance,web_portal,mobile,12.0,296.53,31.14,0.0,17,0,25,Hyderabad,Hyderabad,DEV77997,DEV25831,0,0,1,0
U02106,2025-02-14T16:07:00,citizen,license_renewal,health,web_portal,mobile,12.0,139.43,17.7,0.0,19,0,20,Bangalore,Bangalore,DEV15219,DEV32419,0,0,1,0
U01976,2025-05-29T08:23:00,admin,general_info,education,web_portal,browser,8.0,91.22,3.03,0.0,18,0,16,Bangalore,Bangalore,DEV24692,DEV24692,0,0,0,0
U01461,2025-04-20T00:08:00,citizen,license_renewal,health,api,browser,16.0,298.38,6.34,0.0,16,3,19,Delhi,Delhi,DEV23668,DEV23668,1,0,0,1
U01725,2025-06-04T21:47:00,citizen,tax_filing,general,web_portal,desktop_client,6.0,,12.69,1033.45,17,5,25,Chennai,Mumbai,DEV93848,DEV93848,0,1,0,1
U02355,2025-02-20T14:21:00,gov_employee,general_info,general,web_portal,mobile,7.0,,30.03,0.0,13,1,26,Hyderabad,Hyderabad,DEV59608,DEV59608,0,0,0,0
U02420,2025-05-08T03:53:00,citizen,general_info,finance,web_portal,mobile,14.0,494.62,107.15,0.0,7,5,20,Kolkata,Kolkata,DEV60249,DEV30478,1,0,1,2
U00797,2025-05-17T08:48:00,citizen,tax_filing,general,web_portal,mobile,17.0,255.68,32.6,517.76,17,0,30,Pune,Ahmedabad,DEV20041,DEV68394,0,1,1,1
U00476,2025-03-21T07:24:00,citizen,tax_filing,general,api,mobile,15.0,214.52,76.29,0.0,13,0,25,Hyderabad,Hyderabad,DEV99022,DEV99022,0,0,0,0
U01148,2025-01-13T19:37:00,gov_employee,general_info,general,web_portal,browser,16.0,,2.16,0.0,15,0,20,Bangalore,Bangalore,DEV87475,DEV87475,0,0,0,0
U00522,2025-06-22T10:45:00,gov_employee,benefits_application,finance,web_portal,browser,11.0,124.1,35.01,0.0,18,0,21,Ahmedabad,Ahmedabad,DEV24716,DEV24716,0,0,0,0
U00252,2025-04-15T09:00:00,gov_employee,license_renewal,health,web_portal,browser,16.0,358.18,0.94,0.0,14,0,23,Mumbai,Mumbai,DEV29256,DEV29256,0,0,0,0
U00720,2025-02-11T14:59:00,gov_employee,benefits_application,general,mobile_app,browser,12.0,234.09,167.71,0.0,11,0,23,Hyderabad,Hyderabad,DEV13321,DEV13321,0,0,0,0
U00478,2025-06-24T07:40:00,gov_employee,identity_verification,general,web_portal,browser,10.0,348.86,78.73,0.0,19,0,28,Kolkata,Kolkata,DEV31675,DEV31675,0,0,0,0
U01824,2025-06-20T12:04:00,gov_employee,tax_filing,general,web_portal,browser,7.0,475.96,49.21,0.0,24,0,27,Mumbai,Mumbai,DEV71369,DEV70356,0,0,1,0
U00622,2025-06-08T12:01:00,citizen,tax_filing,health,mobile_app,tablet,15.0,85.29,36.04,0.0,8,0,30,Chennai,Chennai,DEV69063,DEV69063,0,0,0,0
U02439,2025-06-05T10:31:00,citizen,benefits_application,finance,mobile_app,mobile,11.0,146.55,14.04,119.93,12,0,23,Mumbai,Pune,DEV55647,DEV55647,0,1,0,1
U02175,2025-03-13T13:30:00,citizen,benefits_application,defense,mobile_app,mobile,10.0,293.56,0.5,0.0,19,0,20,Chennai,Chennai,DEV44416,DEV44416,0,0,0,0
U00817,2025-05-16T10:22:00,citizen,tax_filing,health,mobile_app,browser,10.0,295.43,61.45,0.0,14,0,16,Hyderabad,Hyderabad,DEV27837,DEV99963,0,0,1,0
U00499,2025-06-09T07:15:00,citizen,identity_verification,finance,web_portal,mobile,8.0,341.88,2.45,0.0,16,0,23,Kolkata,Kolkata,DEV29201,DEV29201,0,0,0,0
U02304,2025-06-07T11:51:00,citizen,general_info,general,api,browser,17.0,95.81,12.18,0.0,16,0,32,Bangalore,Bangalore,DEV24635,DEV24635,0,0,0,0
U01406,2025-05-01T02:12:00,citizen,benefits_application,general,web_portal,browser,8.0,112.04,8.25,0.0,11,0,42,Chennai,Chennai,DEV34299,DEV34299,1,0,0,1
U01757,2025-03-11T22:35:00,admin,general_info,health,mobile_app,browser,13.0,223.56,40.6,775.14,8,0,22,Ahmedabad,Delhi,DEV98905,DEV98905,1,1,0,2
U01090,2025-02-16T03:43:00,citizen,general_info,finance,web_portal,desktop_client,12.0,211.43,108.17,0.0,20,0,22,Mumbai,Mumbai,DEV73139,DEV45179,1,0,1,1
U00305,2025-05-15T04:40:00,gov_employee,tax_filing,education,web_portal,mobile,18.0,239.57,79.13,0.0,15,0,24,Ahmedabad,Ahmedabad,DEV44008,DEV44008,1,0,0,1
U02454,2025-03-31T09:37:00,gov_employee,general_info,health,web_portal,mobile,17.0,169.38,182.07,0.0,15,0,28,Chennai,Chennai,DEV98667,DEV98667,0,0,0,0
U02335,2025-02-20T05:06:00,gov_employee,general_info,education,mobile_app,tablet,14.0,20.0,7.61,0.0,14,0,20,Mumbai,Mumbai,DEV66361,DEV66361,1,0,0,1
U00712,2025-03-26T14:34:00,citizen,general_info,general,web_portal,tablet,10.0,277.08,11.63,915.02,15,0,36,Pune,Chennai,DEV26724,DEV26724,0,1,0,1
U00089,2025-05-31T09:08:00,citizen,tax_filing,education,web_portal,mobile,12.0,,69.05,0.0,17,0,27,Kolkata,Kolkata,DEV66661,DEV66661,0,0,0,0
U02000,2025-05-18T15:53:00,citizen,identity_verification,general,web_portal,browser,12.0,230.62,258.2,0.0,14,0,27,Hyderabad,Hyderabad,DEV25690,DEV25690,0,0,0,0
U02008,2025-04-29T00:37:00,gov_employee,benefits_application,health,web_portal,browser,15.0,,8.64,1172.56,15,0,24,Delhi,Pune,DEV67225,DEV67225,1,1,0,2
U00514,2025-06-15T23:18:00,admin,benefits_application,finance,web_portal,mobile,13.0,139.5,99.48,0.0,17,0,23,Pune,Pune,DEV74612,DEV74612,1,0,0,1
U00892,2025-04-13T03:12:00,citizen,identity_verification,finance,web_portal,mobile,6.0,572.87,19.57,0.0,12,0,30,Mumbai,Mumbai,DEV30700,DEV30700,1,0,0,1
U01116,2025-02-02T03:21:00,citizen,license_renewal,defense,mobile_app,browser,12.0,258.6,12.2,0.0,16,0,17,Bangalore,Bangalore,DEV64722,DEV64722,1,0,0,1
U00650,2025-05-12T11:42:00,gov_employee,license_renewal,general,mobile_app,browser,7.0,406.93,16.81,0.0,19,0,31,Ahmedabad,Ahmedabad,DEV31038,DEV31038,0,0,0,0
U01456,2025-02-28T02:25:00,admin,license_renewal,finance,api,browser,11.0,211.1,55.28,0.0,12,0,28,Ahmedabad,Ahmedabad,DEV85452,DEV85452,1,0,0,1
U02390,2025-06-27T12:59:00,gov_employee,benefits_application,general,web_portal,tablet,11.0,492.02,97.73,0.0,18,0,21,Mumbai,Mumbai,DEV14576,DEV14576,0,0,0,0
U01650,2025-05-14T14:53:00,admin,general_info,general,web_portal,tablet,12.0,77.57,86.26,0.0,9,3,23,Hyderabad,Hyderabad,DEV79711,DEV79711,0,0,0,0
U00319,2025-02-27T11:27:00,gov_employee,general_info,finance,web_portal,mobile,16.0,491.84,1.13,0.0,13,0,34,Chennai,Chennai,DEV62375,DEV62375,0,0,0,0
U01787,2025-03-21T11:23:00,citizen,general_info,defense,mobile_app,tablet,13.0,158.12,107.65,0.0,20,0,22,Ahmedabad,Ahmedabad,DEV59692,DEV59692,0,0,0,0
U02460,2025-04-14T07:24:00,gov_employee,identity_verification,health,mobile_app,browser,15.0,142.3,7.82,0.0,14,0,24,Mumbai,Mumbai,DEV12670,DEV12670,0,0,0,0
U01720,2025-02-18T14:32:00,admin,identity_verification,general,mobile_app,mobile,12.0,105.94,22.82,1148.27,13,0,20,Mumbai,Delhi,DEV23403,DEV23403,0,1,0,1
U00854,2025-04-18T15:35:00,admin,license_renewal,health,web_portal,browser,12.0,162.1,54.09,0.0,12,3,23,Pune,Pune,DEV42983,DEV42983,0,0,0,0
U02234,2025-06-20T15:24:00,citizen,tax_filing,education,mobile_app,browser,11.0,565.35,6.2,0.0,11,2,30,Chennai,Chennai,DEV47179,DEV35287,0,0,1,0
U01377,2025-04-12T18:42:00,citizen,benefits_application,finance,api,browser,9.0,339.19,0.5,0.0,11,3,26,Pune,Pune,DEV49661,DEV49661,0,0,0,0
U00487,2025-06-01T13:33:00,citizen,identity_verification,defense,web_portal,desktop_client,7.0,159.35,11.12,1182.29,12,0,23,Hyderabad,Kolkata,DEV26014,DEV26014,0,1,0,1
U01938,2025-03-18T09:39:00,citizen,identity_verification,health,mobile_app,browser,,41.99,18.69,0.0,9,3,19,Mumbai,Mumbai,DEV68408,DEV68408,0,0,0,0
U00264,2025-02-15T07:46:00,citizen,benefits_application,general,web_portal,mobile,12.0,59.21,11.95,0.0,17,0,24,Hyderabad,Hyderabad,DEV12482,DEV12482,0,0,0,0
U00979,2025-03-24T10:25:00,citizen,identity_verification,health,web_portal,mobile,9.0,136.98,66.07,0.0,16,1,21,Hyderabad,Hyderabad,DEV38927,DEV38927,0,0,0,0
U00382,2025-05-24T13:43:00,gov_employee,general_info,health,web_portal,browser,18.0,117.71,29.06,1618.63,9,0,21,Kolkata,Ahmedabad,DEV92711,DEV92711,0,1,0,1
U02077,2025-06-24T04:17:00,citizen,tax_filing,finance,web_portal,mobile,8.0,183.09,22.14,0.0,13,0,23,Mumbai,Mumbai,DEV48476,DEV32958,1,0,1,2
U01081,2025-03-17T15:01:00,citizen,general_info,defense,web_portal,browser,14.0,184.83,31.03,0.0,18,3,37,Mumbai,Mumbai,DEV31119,DEV31119,0,0,0,0
U01148,2025-03-13T20:59:00,gov_employee,license_renewal,education,web_portal,browser,11.0,163.83,201.13,735.46,14,0,21,Pune,Bangalore,DEV35177,DEV87475,0,1,1,1
U00507,2025-05-01T23:42:00,gov_employee,general_info,general,mobile_app,browser,8.0,97.22,155.32,0.0,19,0,17,Chennai,Chennai,DEV14077,DEV23395,1,0,1,1
U01671,2025-02-19T03:24:00,citizen,general_info,education,api,browser,16.0,126.22,53.78,0.0,15,0,24,Chennai,Chennai,DEV98442,DEV98442,1,0,0,1
U01644,2025-05-17T02:21:00,citizen,identity_verification,finance,mobile_app,mobile,7.0,134.59,155.79,505.89,17,0,24,Pune,Hyderabad,DEV58001,DEV11168,1,1,1,2
U00491,2025-02-03T15:02:00,citizen,general_info,education,mobile_app,tablet,5.0,281.8,4.11,0.0,12,2,30,Mumbai,Mumbai,DEV41910,DEV41910,0,0,0,0
U00915,2025-04-01T01:05:00,admin,tax_filing,general,web_portal,browser,8.0,332.49,5.18,0.0,15,0,22,Chennai,Chennai,DEV30583,DEV30583,1,0,0,1
U00675,2025-04-18T14:10:00,citizen,general_info,general,web_portal,tablet,10.0,232.52,32.12,0.0,16,0,31,Chennai,Chennai,DEV22896,DEV81906,0,0,1,0
U00621,2025-01-09T09:22:00,citizen,general_info,finance,mobile_app,mobile,14.0,166.66,89.47,1575.6,13,0,21,Kolkata,Pune,DEV42972,DEV42972,0,1,0,1
U00454,2025-03-26T14:06:00,gov_employee,benefits_application,general,web_portal,mobile,10.0,262.79,78.9,0.0,24,2,32,Chennai,Chennai,DEV97128,DEV97128,0,0,0,0
U01822,2025-01-02T23:57:00,gov_employee,identity_verification,finance,web_portal,browser,15.0,179.94,103.74,0.0,15,0,19,Hyderabad,Hyderabad,DEV84094,DEV84094,1,0,0,1
U00477,2025-03-29T07:23:00,citizen,identity_verification,finance,web_portal,desktop_client,,48.84,6.45,0.0,16,2,18,Mumbai,Mumbai,DEV34611,DEV34611,0,0,0,0
U00672,2025-05-08T08:49:00,citizen,license_renewal,general,mobile_app,mobile,6.0,292.65,13.86,0.0,12,0,30,Mumbai,Mumbai,DEV84663,DEV84663,0,0,0,0
U01701,2025-01-11T18:14:00,citizen,license_renewal,general,mobile_app,mobile,13.0,143.49,15.15,0.0,13,0,18,Kolkata,Kolkata,DEV61638,DEV61638,0,0,0,0
U00268,2025-03-01T11:10:00,citizen,tax_filing,general,web_portal,mobile,12.0,107.91,11.57,0.0,11,0,29,Mumbai,Mumbai,DEV48000,DEV48000,0,0,0,0
U01181,2025-04-05T20:15:00,citizen,general_info,health,web_portal,desktop_client,11.0,191.98,61.55,0.0,6,1,31,Bangalore,Bangalore,DEV96567,DEV96567,0,0,0,0
U01451,2025-05-17T11:37:00,gov_employee,license_renewal,finance,web_portal,browser,12.0,575.18,37.91,0.0,16,1,27,Ahmedabad,Ahmedabad,DEV39086,DEV39086,0,0,0,0
U00127,2025-04-10T23:43:00,gov_employee,general_info,finance,mobile_app,browser,16.0,395.1,10.64,0.0,17,0,23,Kolkata,Kolkata,DEV17462,DEV42307,1,0,1,1
U01251,2025-04-01T15:09:00,admin,license_renewal,finance,web_portal,browser,12.0,116.82,66.84,499.58,9,0,17,Hyderabad,Bangalore,DEV87986,DEV87986,0,1,0,1
U00161,2025-02-21T14:39:00,admin,tax_filing,general,web_portal,browser,14.0,206.51,25.2,0.0,15,1,24,Chennai,Chennai,DEV82474,DEV82474,0,0,0,0
U00970,2025-06-15T15:34:00,citizen,tax_filing,general,mobile_app,desktop_client,12.0,67.19,62.87,0.0,22,0,24,Delhi,Delhi,DEV86162,DEV86162,0,0,0,0
U00339,2025-01-15T09:43:00,citizen,general_info,health,web_portal,desktop_client,12.0,291.53,131.46,0.0,11,0,28,Hyderabad,Hyderabad,DEV50042,DEV50042,0,0,0,0
U02066,2025-03-06T08:15:00,citizen,benefits_application,general,web_portal,tablet,15.0,95.5,0.5,0.0,8,0,16,Mumbai,Mumbai,DEV17833,DEV17833,0,0,0,0
U00643,2025-05-20T14:19:00,citizen,benefits_application,general,web_portal,desktop_client,18.0,185.42,28.34,0.0,14,0,15,Hyderabad,Hyderabad,DEV28489,DEV28489,0,0,0,0
U01438,2025-03-31T13:44:00,gov_employee,general_info,general,mobile_app,desktop_client,12.0,162.44,4.92,0.0,18,1,24,Chennai,Chennai,DEV86106,DEV86106,0,0,0,0
U01681,2025-04-13T02:41:00,citizen,license_renewal,education,web_portal,mobile,6.0,399.41,54.18,0.0,19,0,29,Bangalore,Bangalore,DEV46931,DEV46931,1,0,0,0
U00419,2025-06-12T23:55:00,gov_employee,benefits_application,general,web_portal,mobile,13.0,309.7,51.95,1655.36,10,0,23,Kolkata,Mumbai,DEV14703,DEV14703,1,1,0,2
U00568,2025-06-17T22:17:00,citizen,benefits_application,general,web_portal,browser,12.0,40.59,16.12,0.0,11,2,30,Ahmedabad,Ahmedabad,DEV55000,DEV55000,1,0,0,1
U02143,2025-04-20T05:22:00,gov_employee,general_info,education,web_portal,browser,16.0,317.52,12.44,0.0,15,0,26,Pune,Pune,DEV78295,DEV78295,1,0,0,0
U01735,2025-02-26T12:20:00,citizen,tax_filing,general,web_portal,desktop_client,16.0,187.81,177.17,0.0,16,0,39,Mumbai,Mumbai,DEV58542,DEV58542,0,0,0,0
U00838,2025-06-27T10:43:00,citizen,license_renewal,health,mobile_app,browser,10.0,103.88,2.26,440.32,9,0,38,Mumbai,Ahmedabad,DEV65243,DEV65243,0,1,0,0
U00270,2025-01-09T10:47:00,citizen,general_info,general,web_portal,desktop_client,12.0,258.27,5.22,0.0,13,0,37,Hyderabad,Hyderabad,DEV58770,DEV58770,0,0,0,0
